City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Boende,CD,2022-06-13 21:49:55,-0.2167,20.8667,294.88,96,100,0.47
295,Bengkulu,ID,2022-06-13 21:44:36,-3.8004,102.2655,297.38,84,73,1.38
296,Clermont,FR,2022-06-13 21:49:56,49.5,2.4167,287.99,69,11,3.55
297,Chapais,CA,2022-06-13 21:49:57,49.7834,-74.8492,291.03,64,99,2.61
298,Gdansk,PL,2022-06-13 21:46:26,54.3521,18.6464,286.01,84,0,5.14
299,Trelew,AR,2022-06-13 21:49:58,-43.249,-65.3051,286.2,26,100,2.64
300,Pokaran,IN,2022-06-13 21:49:58,26.9167,71.9167,302.85,50,8,5.75
301,Provideniya,RU,2022-06-13 21:44:27,64.3833,-173.3,278.35,75,100,4.02
302,Koppang,NO,2022-06-13 21:50:00,61.5706,11.0555,282.91,89,99,1.95
303,Sistranda,NO,2022-06-13 21:50:00,63.7256,8.834,283.13,92,100,9.85
304,Mogadishu,SO,2022-06-13 21:46:46,2.0371,45.3438,299.11,80,38,8.43
305,Kaili,ID,2022-06-13 21:50:01,-3.4626,120.2147,291.52,95,38,1.38
306,Ketchikan,US,2022-06-13 21:50:02,55.3422,-131.6461,286.41,76,75,0.0
307,Misratah,LY,2022-06-13 21:48:13,32.3754,15.0925,295.38,80,0,3.2
308,Clyde River,CA,2022-06-13 21:47:22,70.4692,-68.5914,276.28,81,100,1.03
309,Batticaloa,LK,2022-06-13 21:50:04,7.7102,81.6924,299.63,80,82,1.86
310,Santa Cruz De Tenerife,ES,2022-06-13 21:50:04,28.4682,-16.2546,295.32,87,75,6.69
311,Sibolga,ID,2022-06-13 21:50:05,1.7427,98.7792,297.0,91,100,1.27
312,Mattru,SL,2022-06-13 21:50:06,7.6244,-11.8332,296.55,96,99,1.38
313,Pinyug,RU,2022-06-13 21:50:06,60.251,47.7842,283.73,79,83,2.27
314,Zhangye,CN,2022-06-13 21:50:07,38.9342,100.4517,291.92,15,0,3.25
315,Waipawa,NZ,2022-06-13 21:50:08,-41.4122,175.5153,283.78,65,3,10.15
316,Vanavara,RU,2022-06-13 21:50:08,60.34,102.2797,287.16,86,84,1.35
317,Lokosovo,RU,2022-06-13 21:50:09,61.1333,74.8167,283.15,98,45,3.25
318,Pangnirtung,CA,2022-06-13 21:44:49,66.1451,-65.7125,279.15,70,40,9.77
319,Wanaka,NZ,2022-06-13 21:50:10,-44.7,169.15,278.02,86,64,3.94
320,Vostochnyy,RU,2022-06-13 21:50:11,55.8167,37.8667,290.92,90,99,1.98
321,Port Lincoln,AU,2022-06-13 21:50:11,-34.7333,135.8667,286.85,59,70,10.72
322,Severo-Yeniseyskiy,RU,2022-06-13 21:50:12,60.3725,93.0408,285.01,93,30,1.94
323,Huntsville,US,2022-06-13 21:46:41,34.7304,-86.5861,309.24,60,75,3.6
324,Pandan,PH,2022-06-13 21:50:23,14.0453,124.1694,300.08,83,91,2.89
325,Paamiut,GL,2022-06-13 21:50:24,61.994,-49.6678,275.47,85,14,15.08
326,Jiazi,CN,2022-06-13 21:50:25,22.8779,116.067,299.72,90,100,6.09
327,Phetchabun,TH,2022-06-13 21:50:25,16.25,101.0833,298.82,81,100,0.78
328,Nakhon Phanom,TH,2022-06-13 21:50:26,17.3333,104.4167,299.15,79,100,0.81
329,Narsaq,GL,2022-06-13 21:50:27,60.9167,-46.05,281.8,41,0,7.79
330,Panguna,PG,2022-06-13 21:44:53,-6.3164,155.4848,297.13,79,40,1.52
331,Jiayuguan,CN,2022-06-13 21:50:28,39.8167,98.3,289.98,13,0,1.61
332,West Bay,KY,2022-06-13 21:50:28,19.3667,-81.4167,304.19,68,20,6.17
333,Ahipara,NZ,2022-06-13 21:44:46,-35.1667,173.1667,288.56,57,52,6.41
334,Udachnyy,RU,2022-06-13 21:50:29,66.4167,112.4,289.51,41,8,1.88
335,Boueni,YT,2022-06-13 21:50:30,-12.9025,45.0761,297.14,70,16,3.45
336,High Level,CA,2022-06-13 21:50:31,58.5169,-117.136,296.21,23,75,1.81
337,Ponta Delgada,PT,2022-06-13 21:50:31,37.7333,-25.6667,291.76,77,40,3.6
338,Simao,CN,2022-06-13 21:50:32,22.7886,100.9748,291.77,99,100,0.85
339,Ornskoldsvik,SE,2022-06-13 21:50:33,63.2909,18.7153,284.8,74,88,3.1
340,Alta Floresta,BR,2022-06-13 21:50:33,-9.8756,-56.0861,297.64,59,84,1.24
341,Asau,RO,2022-06-13 21:50:34,46.4333,26.4,290.66,89,6,2.71
342,Sao Joao Da Barra,BR,2022-06-13 21:47:06,-21.6403,-41.0511,295.2,73,90,7.31
343,Darlowo,PL,2022-06-13 21:50:35,54.421,16.4107,285.78,81,7,6.37
344,Taltal,CL,2022-06-13 21:50:35,-25.4,-70.4833,287.32,85,71,1.69
345,Rio Gallegos,AR,2022-06-13 21:50:36,-51.6226,-69.2181,279.18,87,75,4.12
346,Kostomuksha,RU,2022-06-13 21:50:37,64.571,30.5767,284.25,89,87,2.08
347,Artvin,TR,2022-06-13 21:50:37,41.1667,41.8333,289.0,91,100,1.08
348,Inongo,CD,2022-06-13 21:50:38,-1.95,18.2667,294.47,78,96,2.26
349,Ouargaye,BF,2022-06-13 21:50:39,11.5033,0.0572,299.07,76,59,6.75
350,Bajil,YE,2022-06-13 21:44:57,15.0584,43.2851,303.52,55,6,1.39
351,Puerto Colombia,CO,2022-06-13 21:45:51,10.9878,-74.9547,304.2,72,47,5.99
352,Gizo,SB,2022-06-13 21:50:41,-8.103,156.8419,301.11,71,61,3.36
353,Ust-Koksa,RU,2022-06-13 21:50:41,50.2696,85.6108,285.98,86,100,0.45
354,Banepa,NP,2022-06-13 21:50:42,27.6298,85.5214,292.33,100,100,1.54
355,Olafsvik,IS,2022-06-13 21:50:43,64.8945,-23.7142,283.38,94,100,7.31
356,Voznesenye,RU,2022-06-13 21:50:44,61.0106,35.4781,284.09,80,17,2.64
357,Korla,CN,2022-06-13 21:50:44,41.7597,86.1469,301.05,10,3,3.28
358,Dingle,PH,2022-06-13 21:47:07,10.9995,122.6711,298.52,87,77,1.14
359,Varberg,SE,2022-06-13 21:50:45,57.1056,12.2508,287.07,85,23,10.14
360,El Rosario,MX,2022-06-13 21:50:46,24.2556,-107.1828,305.03,44,3,4.42
361,Taos,US,2022-06-13 21:50:46,36.4072,-105.5731,304.37,14,0,9.77
362,Vestmannaeyjar,IS,2022-06-13 21:50:47,63.4427,-20.2734,283.11,98,100,8.06
363,Manokwari,ID,2022-06-13 21:50:48,-0.8667,134.0833,299.58,75,68,3.4
364,Constitucion,CL,2022-06-13 21:50:48,-35.3333,-72.4167,283.19,87,100,1.51
365,Pointe-Noire,CG,2022-06-13 21:46:18,-4.7761,11.8635,298.19,88,75,2.57
366,Vrangel,RU,2022-06-13 21:50:49,42.7297,133.0839,284.85,86,97,3.24
367,Yaan,NG,2022-06-13 21:50:50,7.3833,8.5667,298.24,81,84,3.54
368,Orguz,BA,2022-06-13 21:50:51,43.7739,16.8639,291.66,70,17,3.6
369,Leshukonskoye,RU,2022-06-13 21:50:51,64.8989,45.7622,284.42,96,93,1.93
370,Hami,CN,2022-06-13 21:51:02,42.8,93.45,299.53,7,23,3.3
371,Portland,US,2022-06-13 21:49:35,45.5234,-122.6762,289.37,77,100,3.6
372,Fremont,US,2022-06-13 21:50:00,37.5483,-121.9886,303.43,46,0,6.17
373,Yatou,CN,2022-06-13 21:51:03,37.15,122.3833,292.2,87,91,4.47
374,South Holland,NL,2022-06-13 21:51:04,52.0,4.6667,286.53,75,26,1.03
375,San Andres,CO,2022-06-13 21:51:05,12.5847,-81.7006,299.16,89,100,2.57
376,Namatanai,PG,2022-06-13 21:51:05,-3.6667,152.4333,300.88,72,7,4.29
377,Kingaroy,AU,2022-06-13 21:51:06,-26.5333,151.8333,278.17,100,100,0.0
378,General Roca,AR,2022-06-13 21:51:07,-39.0333,-67.5833,284.83,22,100,1.54
379,Uruzgan,AF,2022-06-13 21:51:07,32.8333,66.0,294.91,15,0,2.82
380,Kamyshevatskaya,RU,2022-06-13 21:51:08,46.4132,37.9563,295.04,60,12,4.19
381,Sandakan,MY,2022-06-13 21:51:08,5.8402,118.1179,298.97,94,20,0.51
382,Diego De Almagro,CL,2022-06-13 21:51:09,-26.3667,-70.05,289.21,42,46,2.7
383,Livingston,GB,2022-06-13 21:46:39,55.9029,-3.5226,285.08,82,20,5.14
384,Auki,SB,2022-06-13 21:51:11,-8.7676,160.7034,300.3,79,34,1.38
385,Colares,PT,2022-06-13 21:51:11,38.7992,-9.4469,295.0,75,16,4.02
386,Sayat,TM,2022-06-13 21:51:12,38.7839,63.8803,299.08,15,3,3.84
387,Necochea,AR,2022-06-13 21:51:13,-38.5473,-58.7368,285.26,57,100,4.8
388,Yumen,CN,2022-06-13 21:48:29,40.2833,97.2,290.27,12,0,3.36
389,Ruidoso,US,2022-06-13 21:51:14,33.3317,-105.673,305.52,12,0,6.69
390,Khasan,RU,2022-06-13 21:51:14,42.4308,130.6434,285.4,91,100,3.08
391,Morant Bay,JM,2022-06-13 21:51:15,17.8815,-76.4093,305.21,74,100,5.25
392,Lazaro Cardenas,MX,2022-06-13 21:51:16,17.9583,-102.2,303.27,64,75,5.7
393,Areosa,PT,2022-06-13 21:51:16,41.7178,-8.8571,292.75,81,8,3.17
394,San Quintin,MX,2022-06-13 21:51:17,30.4833,-115.95,294.89,70,2,8.78
395,Todos Santos,MX,2022-06-13 21:51:17,23.45,-110.2167,297.23,61,1,3.37
396,Ailigandi,PA,2022-06-13 21:51:18,9.2333,-78.0167,300.55,78,60,0.46
397,Baghmara,IN,2022-06-13 21:51:19,23.795,86.2085,306.61,37,97,1.66
398,Sari,IR,2022-06-13 21:51:19,36.5633,53.0601,296.92,78,0,4.12
399,Nikel,RU,2022-06-13 21:51:20,69.4128,30.222,282.25,74,94,2.2
400,Qostanay,KZ,2022-06-13 21:51:21,53.1667,63.5833,285.31,87,0,4.0
401,Vanimo,PG,2022-06-13 21:51:22,-2.6741,141.3028,299.21,82,20,2.72
402,Sorland,NO,2022-06-13 21:51:22,67.667,12.6934,282.57,95,100,7.97
403,Kidal,ML,2022-06-13 21:51:23,18.4411,1.4078,310.23,17,91,7.06
404,Lagoa,PT,2022-06-13 21:51:24,39.05,-27.9833,290.13,80,5,4.29
405,Chalmette,US,2022-06-13 21:51:24,29.9427,-89.9634,307.18,65,75,3.6
406,Hasaki,JP,2022-06-13 21:51:25,35.7333,140.8333,290.37,74,100,6.57
407,Astana,KZ,2022-06-13 21:50:21,51.1801,71.446,288.12,88,40,3.0
408,Luwingu,ZM,2022-06-13 21:51:26,-10.2621,29.9271,284.85,68,3,1.87
409,Semporna,MY,2022-06-13 21:51:27,4.4818,118.6112,299.22,82,65,0.41
410,Mayumba,GA,2022-06-13 21:51:28,-3.432,10.6554,296.74,87,99,3.0
411,Roma,US,2022-06-13 21:41:55,43.2128,-75.4557,297.01,45,0,5.66
412,Rengo,CL,2022-06-13 21:51:29,-34.4167,-70.8667,280.33,65,100,0.55
413,Barcelona,ES,2022-06-13 21:51:27,41.3888,2.159,300.71,51,0,1.54
414,Guangyuan,CN,2022-06-13 21:51:30,32.442,105.823,291.65,87,31,0.93
415,Maningrida,AU,2022-06-13 21:51:30,-12.0667,134.2667,291.33,85,94,4.66
416,Hermiston,US,2022-06-13 21:51:31,45.8404,-119.2895,292.66,47,0,11.83
417,Cayenne,GF,2022-06-13 21:50:20,4.9333,-52.3333,298.76,1,75,3.09
418,Barahona,DO,2022-06-13 21:51:42,18.2085,-71.1008,304.05,66,75,5.14
419,Avera,US,2022-06-13 21:51:43,33.194,-82.5271,310.68,29,0,2.21
420,Nouadhibou,MR,2022-06-13 21:51:43,20.931,-17.0347,294.14,83,0,9.26
421,Bubaque,GW,2022-06-13 21:51:44,11.2833,-15.8333,299.79,84,81,6.48
422,Vilhena,BR,2022-06-13 21:51:45,-12.7406,-60.1458,297.27,50,0,4.63
423,Trencianske Teplice,SK,2022-06-13 21:51:45,48.9106,18.1669,286.23,86,2,1.86
424,Havre De Grace,US,2022-06-13 21:46:51,39.5493,-76.0916,305.47,69,75,2.06
425,Nuuk,GL,2022-06-13 21:45:04,64.1835,-51.7216,276.49,70,75,6.17
426,Luderitz,NA,2022-06-13 21:51:47,-26.6481,15.1594,288.05,92,61,6.09
427,Inhambane,MZ,2022-06-13 21:51:47,-23.865,35.3833,293.55,83,0,3.88
428,Erice,IT,2022-06-13 21:51:48,38.037,12.5865,290.41,83,0,1.03
429,Santa Clara,CU,2022-06-13 21:51:49,22.4,-79.9667,302.53,72,28,5.19
430,Sorong,ID,2022-06-13 21:51:49,-0.8833,131.25,297.96,86,38,2.24
431,Camacha,PT,2022-06-13 21:51:50,33.0833,-16.3333,290.83,77,75,1.54
432,Razdolinsk,RU,2022-06-13 21:51:50,58.4211,94.6658,286.83,92,8,0.39
433,Isangel,VU,2022-06-13 21:51:51,-19.55,169.2667,298.21,100,75,1.03
434,Terney,RU,2022-06-13 21:51:52,45.0503,136.6092,287.59,69,1,1.13
435,Griffith,US,2022-06-13 21:51:52,41.5284,-87.4237,306.09,62,75,6.69
436,Jitra,MY,2022-06-13 21:51:53,6.2681,100.4217,299.09,100,20,0.0
437,Coruripe,BR,2022-06-13 21:51:54,-10.1256,-36.1756,297.18,85,18,2.74
438,Antalaha,MG,2022-06-13 21:51:54,-14.9003,50.2788,293.84,90,2,2.66
439,Souillac,MU,2022-06-13 21:44:58,-20.5167,57.5167,296.36,64,75,8.23
440,Morozovsk,RU,2022-06-13 21:51:56,48.3539,41.8261,292.41,56,14,4.41
441,Tadine,NC,2022-06-13 21:51:56,-21.55,167.8833,295.46,95,100,5.64
442,Yuxia,CN,2022-06-13 21:51:57,34.0615,108.6291,292.49,23,0,2.82
443,Tignere,CM,2022-06-13 21:51:58,7.3667,12.65,291.42,91,97,1.27
444,Muroto,JP,2022-06-13 21:51:58,33.2833,134.15,293.84,90,100,13.26
445,Waterloo,CA,2022-06-13 21:50:22,43.4668,-80.5164,298.41,40,100,2.57
446,Mahon,ES,2022-06-13 21:51:59,39.8885,4.2658,295.46,68,0,2.57
447,Banda Aceh,ID,2022-06-13 21:52:00,5.5577,95.3222,299.46,80,25,3.56
448,Dongsheng,CN,2022-06-13 21:52:01,39.8161,109.9776,288.27,31,3,2.81
449,Seoul,KR,2022-06-13 21:50:08,37.5683,126.9778,292.91,55,0,5.66
450,Lisala,CD,2022-06-13 21:52:02,2.15,21.5167,292.31,97,100,0.27
451,Almaznyy,RU,2022-06-13 21:52:02,48.0448,40.045,290.99,51,0,3.34
452,Vicente Guerrero,MX,2022-06-13 21:52:03,19.1194,-98.1708,291.75,54,100,3.41
453,Niquero,CU,2022-06-13 21:52:04,20.0431,-77.5828,302.78,67,99,0.32
454,Walvis Bay,NA,2022-06-13 21:52:04,-22.9575,14.5053,286.53,87,1,0.0
455,Northam,GB,2022-06-13 21:52:05,51.0333,-4.2167,285.18,79,5,1.73
456,Abu Dhabi,AE,2022-06-13 21:52:06,24.4667,54.3667,306.21,69,0,3.09
457,Fairbanks,US,2022-06-13 21:52:06,64.8378,-147.7164,296.82,37,75,3.09
458,Darhan,MN,2022-06-13 21:52:07,49.4867,105.9228,291.01,46,94,1.15
459,Amberley,US,2022-06-13 21:52:08,39.2048,-84.428,304.23,81,40,4.63
460,Calama,CL,2022-06-13 21:52:09,-22.4667,-68.9333,292.42,5,0,8.75
461,Atbasar,KZ,2022-06-13 21:52:09,51.8,68.3333,285.38,91,47,5.53
462,Ola,RU,2022-06-13 21:52:10,59.5833,151.2833,282.12,84,98,1.36
463,Howard Springs,AU,2022-06-13 21:52:11,-12.497,131.047,295.1,65,39,3.18
464,Maumere,ID,2022-06-13 21:52:11,-8.6199,122.2111,298.73,81,100,2.5
465,Sungaipenuh,ID,2022-06-13 21:52:22,-2.0833,101.3833,290.82,98,100,0.78
466,Okhotsk,RU,2022-06-13 21:52:23,59.3833,143.3,278.92,95,100,8.38
467,Salalah,OM,2022-06-13 21:47:26,17.0151,54.0924,303.2,79,75,3.09
468,Pombas,CV,2022-06-13 21:52:24,17.1503,-25.0201,296.03,82,23,5.24
469,Dukat,RU,2022-06-13 21:52:24,62.55,155.55,282.8,53,3,1.17
470,Ancud,CL,2022-06-13 21:44:52,-41.8697,-73.8203,284.39,95,99,4.03
471,Taungdwingyi,MM,2022-06-13 21:52:25,20.0167,95.55,297.5,91,100,3.61
472,Beloha,MG,2022-06-13 21:52:26,-25.1667,45.05,289.6,72,0,3.43
473,Mildura,AU,2022-06-13 21:52:27,-34.2,142.15,277.08,90,46,4.51
474,Algeciras,ES,2022-06-13 21:48:15,36.1333,-5.4505,294.97,73,91,4.63
475,Guerrero Negro,MX,2022-06-13 21:52:28,27.9769,-114.0611,294.64,65,6,9.36
476,Romny,UA,2022-06-13 21:52:28,50.751,33.4747,289.02,88,3,1.25
477,Teknaf,BD,2022-06-13 21:52:29,20.8624,92.3058,299.84,89,85,2.36
478,Burriana,ES,2022-06-13 21:52:30,39.889,-0.085,298.54,74,79,1.32
479,Pangody,RU,2022-06-13 21:52:30,65.85,74.4859,284.37,75,85,7.95
480,Sioux Lookout,CA,2022-06-13 21:52:31,50.1001,-91.917,291.19,77,100,3.6
481,Logan,US,2022-06-13 21:52:32,41.7355,-111.8344,290.88,55,58,3.58
482,Alice Springs,AU,2022-06-13 21:52:32,-23.7,133.8833,275.9,87,0,0.0
483,Barra Do Garcas,BR,2022-06-13 21:52:33,-15.89,-52.2567,297.47,43,75,0.0
484,Kruisfontein,ZA,2022-06-13 21:52:33,-34.0033,24.7314,291.42,62,100,2.74
485,Andros Town,BS,2022-06-13 21:50:13,24.7,-77.7667,304.13,70,3,6.01
486,Torrijos,ES,2022-06-13 21:52:35,39.9819,-4.2835,303.13,21,6,2.23
487,Quelimane,MZ,2022-06-13 21:52:35,-17.8786,36.8883,291.51,94,0,0.79
488,Kamenka,RU,2022-06-13 21:52:36,51.3223,42.7678,290.1,66,100,3.49
489,Zhigalovo,RU,2022-06-13 21:52:37,54.8097,105.1578,289.36,93,67,1.33
490,Ixtapa,MX,2022-06-13 21:44:37,20.7,-105.2,303.83,70,20,6.17
491,Port Pirie,AU,2022-06-13 21:52:38,-33.1833,138.0167,284.39,62,52,7.47
492,Aklavik,CA,2022-06-13 21:52:39,68.2191,-135.0107,287.16,42,89,4.32
493,Natal,BR,2022-06-13 21:49:47,-5.795,-35.2094,301.27,74,20,4.12
494,Vacaville,US,2022-06-13 21:52:40,38.3566,-121.9877,302.88,19,0,5.66
495,Tual,ID,2022-06-13 21:52:40,-5.6667,132.75,300.97,78,60,7.63
496,Coesfeld,DE,2022-06-13 21:52:41,51.9333,7.15,287.48,70,20,2.42
497,Zyryanka,RU,2022-06-13 21:52:42,65.75,150.85,290.68,32,53,11.34
498,Presidente Epitacio,BR,2022-06-13 21:52:23,-21.7633,-52.1156,288.15,48,0,2.71
499,Belyy Yar,RU,2022-06-13 21:52:43,53.6039,91.3903,288.63,90,94,0.0
500,Ibipeba,BR,2022-06-13 21:52:43,-11.6408,-42.0111,299.86,41,97,2.81
501,Taoudenni,ML,2022-06-13 21:52:44,22.6783,-3.9836,311.64,9,33,4.2
502,Mwene-Ditu,CD,2022-06-13 21:52:44,-7.0,23.45,293.86,51,11,2.31
503,Kontagora,NG,2022-06-13 21:52:45,10.3999,5.4695,297.64,76,96,1.76
504,Longyan,CN,2022-06-13 21:52:46,25.1072,117.0225,295.8,99,100,1.55
505,Veraval,IN,2022-06-13 21:52:46,20.9,70.3667,301.19,80,51,4.18
506,Touros,BR,2022-06-13 21:44:41,-5.1989,-35.4608,297.85,79,4,4.65
507,Rosarito,MX,2022-06-13 21:52:47,32.3333,-117.0333,297.96,65,14,4.31
508,Meulaboh,ID,2022-06-13 21:52:48,4.1363,96.1285,297.43,89,93,1.95
509,Shaoguan,CN,2022-06-13 21:52:49,24.8,113.5833,294.89,98,100,0.8
510,Urumqi,CN,2022-06-13 21:52:49,43.801,87.6005,298.68,34,0,2.0
511,Cherdyn,RU,2022-06-13 21:52:50,60.403,56.4787,280.59,65,5,1.46
512,Puerto Plata,DO,2022-06-13 21:52:50,19.7934,-70.6884,307.1,70,20,7.72
513,Panaba,MX,2022-06-13 21:53:01,21.2833,-88.2667,306.38,45,80,7.61
514,Aykhal,RU,2022-06-13 21:53:02,66.0,111.5,290.26,32,32,0.56
515,Gigmoto,PH,2022-06-13 21:53:03,13.7796,124.39,300.55,83,96,3.3
516,Bakchar,RU,2022-06-13 21:53:04,57.0186,82.0711,287.29,97,90,2.29
517,Karratha,AU,2022-06-13 21:53:04,-20.7377,116.8463,295.12,59,0,3.65
518,Guaruja,BR,2022-06-13 21:50:43,-23.9931,-46.2564,291.98,26,75,1.54
519,Wagga Wagga,AU,2022-06-13 21:53:05,-35.1167,147.3667,276.48,93,86,1.53
520,Oriximina,BR,2022-06-13 21:53:06,-1.7656,-55.8661,297.9,90,14,0.67
521,Rafaela,AR,2022-06-13 21:50:12,-31.2503,-61.4867,285.95,40,0,4.55
522,Pandan Niog,PH,2022-06-13 21:53:07,6.2282,120.5631,300.94,73,100,2.3
523,Filingue,NE,2022-06-13 21:53:08,14.3521,3.3168,310.54,21,17,2.72
524,Jasper,US,2022-06-13 21:53:08,37.2001,-94.3502,308.28,56,1,2.24
525,Hualmay,PE,2022-06-13 21:53:09,-11.0964,-77.6139,291.8,75,25,4.88
526,Nemuro,JP,2022-06-13 21:53:09,43.3236,145.575,282.13,81,16,1.67
527,Rosetta,EG,2022-06-13 21:53:10,31.4044,30.4164,296.04,75,0,2.24
528,Vung Tau,VN,2022-06-13 21:53:11,10.346,107.0843,301.29,78,91,2.64
529,Henties Bay,NA,2022-06-13 21:53:11,-22.116,14.2845,287.98,84,0,1.33
530,Lima,PE,2022-06-13 21:51:48,-12.0432,-77.0282,290.32,77,100,5.14
531,Te Anau,NZ,2022-06-13 21:45:03,-45.4167,167.7167,278.18,82,92,5.72
532,Pendleton,US,2022-06-13 21:52:12,45.6721,-118.7886,290.9,48,100,14.92
533,Suluova,TR,2022-06-13 21:53:14,40.8313,35.6479,291.07,82,75,1.54
534,Inta,RU,2022-06-13 21:53:14,66.0317,60.1659,281.18,57,31,1.36
535,Okitipupa,NG,2022-06-13 21:53:15,6.5047,4.7839,296.87,97,99,0.35
536,Japura,ID,2022-06-13 21:53:16,-0.3167,102.35,295.07,99,100,2.13
537,Bekhteyevka,RU,2022-06-13 21:53:16,50.8072,37.2085,291.65,85,11,0.55
538,Hammerfest,NO,2022-06-13 21:53:17,70.6634,23.6821,279.4,81,75,2.06
539,Jalu,LY,2022-06-13 21:53:18,29.0331,21.5482,298.19,47,2,6.84
540,Muisne,EC,2022-06-13 21:53:18,0.6,-80.0333,298.23,79,92,3.21
541,Broome,US,2022-06-13 21:53:19,42.2506,-75.833,297.48,59,60,2.24
542,Kitami,JP,2022-06-13 21:53:20,43.8031,143.8908,283.22,74,5,1.76
543,Kununurra,AU,2022-06-13 21:53:20,-15.7667,128.7333,284.14,76,6,1.03
544,Mayo,US,2022-06-13 21:53:21,38.8876,-76.5119,306.58,69,0,5.14
545,Saint-Augustin,CA,2022-06-13 21:53:22,51.226,-58.6502,289.99,52,65,3.91
546,Ngunguru,NZ,2022-06-13 21:53:23,-35.6167,174.5,287.82,59,24,5.29
547,Sur,OM,2022-06-13 21:53:23,22.5667,59.5289,301.55,77,0,4.77
548,Awjilah,LY,2022-06-13 21:53:24,29.1081,21.2869,297.76,50,1,6.66
